"y" "x1" "x2" "x3" "x4"
"1" 0.560787086651399 0.549866616118409 9 0.0774477149512863 0.231227223563442
"2" 0.0645298754463924 0.60443360682008 7 0.905244827266126 0.804974203263397
"3" -1.1413576986943 1.12973923635027 8 0.931990714720569 0.982392811967382
"4" -0.687120455549836 0.311511313047345 10 0.760243966827005 0.625925659805827
"5" -0.979358419498176 1.04509440089973 13 0.365113689176453 0.564887916932255
"6" 0.460518946641664 0.567547163102912 9 0.0189554517649023 0.181058714168884
"7" 2.04401526078014 2.21678636045187 6 0.415903679948025 0.962609995599663
"8" 1.57020900537657 0.623707534567351 7 0.228045286160056 0.34892909433084
"9" 0.171190220724685 0.486815822043486 10 0.581141662489017 0.568092957763992
"10" -0.410085719326565 0.293130104549788 7 0.937514383381322 0.733958632628822
"11" 1.41538014694189 0.181910344043355 9 0.974998382524087 0.74226697743132
"12" 1.21654967552784 0.830595175679164 11 0.596587638349003 0.667037320269671
"13" -0.192276568859463 0.362558082623706 8 0.898868788979449 0.728269082032318
"14" 1.79138752775548 0.35488213820023 9 0.966696484591151 0.766191985038013
"15" 0.468651260167716 0.250063735922076 13 0.0140321165723658 0.0914698052406906
"16" -0.784836137284057 0.809216965336845 7 0.0980090440377513 0.310542110831518
"17" -0.98751167806901 0.140375797822072 9 0.601806162086986 0.450462094528496
"18" -0.709893466532238 0.46380698258923 9 0.972254845136838 0.822648119976088
"19" 0.442551206634313 0.281835357644848 11 0.471155519042162 0.41338037670113
"20" -0.432202341252535 0.293000329919697 11 0.279265588838581 0.299363471514317
"21" -0.495882288817354 0.947879899895769 12 0.996535833696081 0.972682506677959
"22" -1.16010448277728 0.823006984346524 15 0.882493483343077 0.87305438264244
"23" 1.43008461818541 0.444670926024577 15 0.907145616355056 0.761992658522239
"24" 0.00364752573586187 0.231839005274588 14 0.943419914932316 0.715356485834856
"25" 0.985975147583172 0.930733414422819 6 0.899291479623408 0.920502237673381
"26" -0.700363732136059 0.719786463272269 10 0.349093971851566 0.437509523427951
"27" -1.09154954914411 0.130862903130414 12 0.121218132367014 0.126833642045339
"28" -1.318395672473 0.429574115476963 13 0.348384968384986 0.378252456206674
"29" 0.458505529207299 0.0795979541873883 9 0.923956847623522 0.674696725030702
"30" -0.266522264506006 0.0989445856758616 9 0.113470264876875 0.103074232137825
"31" -0.744388660476399 0.0533525701598676 9 0.105032677019295 0.0803083349100389
"32" 0.766211991513827 0.358417229514712 14 0.957070235505411 0.782273440931291
"33" 0.0278514234881769 1.68246923311983 13 0.941347290820507 1.16474268918626
"34" -0.886428615761415 1.36552433073095 12 0.54202844668785 0.777673432367766
"35" -1.7654809328189 0.464497092631908 9 0.191596978553564 0.263752154553632
"36" 0.930476889150968 0.397813666244714 11 0.0296069811339967 0.129372468516957
"37" -2.14212242656979 0.454682875752013 11 0.0368435959420578 0.143173609664695
"38" -1.35476203634283 0.933126045708565 18 0.999892100650455 0.990400951561695
"39" 0.978183475480404 0.368722113828143 8 0.00502298771802682 0.112735421875463
"40" 1.04878517062032 0.519436011606775 11 0.691801308595703 0.636285739707881
"41" -0.413316395787157 1.1716802708714 6 0.0839684730400714 0.425043987030641
"42" 0.35637496415547 1.87432983598403 7 0.997353871995589 1.26655393457602
"43" -0.492675054959878 1.33138124952816 6 0.159147960269263 0.526386516615468
"44" 0.703719429026786 0.447118778047571 12 0.985439925736343 0.846734404249013
"45" 0.489588111419432 0.795599161687125 3 0.236999054718292 0.399861021110685
"46" 1.32098528205102 0.963729259652583 6 0.825020794207812 0.868760198683996
"47" 0.726044250309473 0.285321358824151 11 0.843260216263383 0.702541195100792
"48" 0.0566901248415948 0.970155405166897 11 0.999237841333992 0.999534057544103
"49" -0.815281594402487 0.81839143763993 9 0.663751219466309 0.732007362244605
"50" 0.10643851580667 0.0926141745669832 9 0.769968604805478 0.572715476219495
"51" -0.430729785729845 0.38792532739751 13 0.13311309653978 0.212884378528949
"52" -0.192327002904906 0.573909235507939 12 0.867425641066734 0.793362990299936
"53" 0.321515581624552 0.530898547134745 13 0.511697759663962 0.528088300395026
"54" 0.270298758054236 0.69007558138476 17 0.206646622474071 0.349582173587161
"55" -1.71015043552371 0.510124257454119 12 0.452243264740527 0.469591611796195
"56" 0.322758808090055 0.0509622421086163 10 0.00541312815996601 0.0150478117245488
"57" -0.260900471341173 0.216470687131426 3 0.72896704787309 0.588465180352302
"58" -0.309691499554117 0.397429076955632 12 0.377655906302554 0.378276544408858
"59" -2.4458000956737 1.11053216946986 12 0.469209478540286 0.663284037229674
"60" -1.44703190791828 1.18208176845171 7 0.953505011345884 1.00953865624734
"61" 0.217377801055258 0.42429696288052 14 0.997248832121491 0.839109263874503
"62" 0.565572318268163 0.414571646317522 9 0.987998930312463 0.829049304573954
"63" 0.449636052962577 0.489882327527994 11 0.714243894448068 0.637281377182171
"64" 0.179037245215702 1.02297573647041 10 0.146498728515512 0.397606255613567
"65" -0.391785341115372 1.07685400627728 9 0.964444421941787 1.00580127745281
"66" 0.0795162255826413 0.292038783457162 9 0.842044368589269 0.675188913135276
"67" 0.0258875036604894 0.588922948202657 13 0.0440450692156856 0.206714882320498
"68" 0.238344039238698 0.825861311569657 9 0.980206961974913 0.940925366589104
"69" 0.324024905728798 0.644343301581223 21 0.150387951049512 0.30883563432304
"70" 0.169349536541236 1.0516839307816 14 1.22212201125148e-05 0.306465021720301
"71" 1.40813176308833 0.780906569266805 13 0.624508365116696 0.649672361646134
"72" 1.00991801293416 0.234427759168419 14 0.601211074205131 0.499452130974521
"73" 0.255392810137096 0.941293444049479 9 0.643799576443773 0.720330918085735
"74" 0.665089888867002 0.601628264040094 8 0.997193427178865 0.879243349833729
"75" -2.58913827173722 1.12093980664398 14 0.0338111303194427 0.348110346038285
"76" -0.243916928810955 0.102807401932805 4 0.208366856490166 0.178012840800374
"77" -1.10596230515273 0.0971485235628899 10 0.568102727977958 0.425317942351865
"78" 1.28073736898872 0.81809693529545 8 0.103477455854606 0.332023734208553
"79" 0.0161116500683734 0.475477816834743 9 0.103969988445318 0.214456549477218
"80" -0.673630486079592 1.03160134621854 16 0.958604122595707 0.974925404824761
"81" 0.417172932910244 1.53336167087724 5 0.0728398376244684 0.507811804247564
"82" 1.81568251357799 0.20183451676264 9 0.323166812308286 0.284561704522488
"83" -0.568456334540305 0.521565911740158 11 0.135111114346063 0.245251072128801
"84" -0.40987441079724 0.780489269515627 9 0.999652010015896 0.935792367725825
"85" -0.512435221186218 0.387251025972182 12 0.310094418270684 0.329728749346715
"86" -0.572242477693822 2.10082647504475 12 0.14619425769504 0.730138410275159
"87" 0.902827584618901 0.419699244531523 10 0.865431122915594 0.742659497263074
"88" -0.748011938228912 1.07124601022998 6 0.191374996834333 0.440228473115989
"89" -0.080099010539207 0.823534932630535 13 0.985403525076973 0.931878439663167
"90" -1.0552815183719 0.623835775339173 17 0.986930875715805 0.88420130317662
"91" 0.272036437733899 0.0169818508225015 11 0.240474743028784 0.193487130543533
"92" -0.195281799662778 0.666303918507412 9 0.837825989391846 0.788488784941439
"93" -1.28359929331465 0.188521615734819 12 0.252387234513443 0.209710798211037
"94" -0.641840949768168 1.87119106789425 11 0.999490130200237 1.27427378678787
"95" -0.970663243001122 2.62513826800848 8 0.806622748561322 1.35131961320604
"96" -1.29234618965186 0.893730911108797 10 0.0262988929875714 0.285661434850309
"97" -0.862704018145023 0.729947008121933 12 0.227532329918086 0.375751350186262
"98" -2.16186578433121 0.288302698329449 11 0.56741586830569 0.487635364460384
"99" 1.36807697371797 0.080972275501656 7 0.904296477484299 0.669668591480252
"100" -0.496839842986629 0.494176081539608 35 0.00115801583773158 0.150502026663097
"101" 0.156374466968547 0.219015144927251 10 0.218524638865555 0.204177304973084
"102" 0.042430944556123 0.580676832259884 9 0.0225448993516166 0.19268315086238
"103" 0.299828835106308 0.573875862350268 16 0.0728724321145927 0.236560326092507
"104" 0.021781912900737 0.16204617596239 10 0.000172446808616317 0.0648459968605613
"105" 0.753755989642132 0.674066532159729 9 0.0886374437639036 0.261393868411912
"106" 1.06726361796368 0.929030325700111 14 0.912681411842513 0.927023420204786
"107" -0.669396319957347 0.917541483025838 13 0.789611555929975 0.816755825985622
"108" -1.49849336645887 0.263276759247738 7 0.0249146616911647 0.119070100416426
"109" 0.243668758993192 0.651278520628457 12 0.999585852097892 0.900658300312615
"110" -0.119602143738955 0.27073373124621 9 0.013345385123371 0.0876878432205561
"111" -0.807602888997766 0.675317391853485 13 0.891492892350544 0.838399148963682
"112" 0.0913180272836957 0.461189657345688 7 0.829604961258917 0.71568366244774
"113" 0.92576092895358 0.29325928199784 12 0.592592187911466 0.494920925582831
"114" 0.0537904353776237 0.544557274819277 13 0.997218260606417 0.858305282874939
"115" -1.224568895067 0.489238459347871 15 0.0131128824113142 0.157574903612699
"116" 0.317690231123815 0.117771813317406 14 0.493430261030867 0.389665426088475
"117" -1.14544798068589 0.27114555493416 13 0.959590004512427 0.749737201103135
"118" 0.273935841933254 0.136712233148021 5 0.984804163929676 0.730693081216574
"119" 0.20349116870197 1.54849503111779 8 0.410769158799783 0.762422923696788
"120" 5.5 0.477550796348364 16 0.0117951465532452 0.149141010149687
"121" -0.190207267957213 1.29976642111372 9 0.652643124564457 0.852818502198537
"122" 0.733982009106471 0.32687864217784 9 0.910937625335565 0.740963966190062
"123" 0.885438686541604 0.367856139080209 8 0.0195036597284123 0.117632807376688
"124" -0.208710697181354 0.715296757837549 10 0.0269601179934932 0.225025728712303
"125" -1.46930033449533 0.557709246236125 12 0.0137969804774627 0.170877143508707
"126" -0.035339602614525 0.873961685124106 11 0.271270568687279 0.43417304097527
"127" 0.299901447634676 0.219351137164168 11 0.947708465336195 0.726802800248265
"128" 0.391637116404141 1.45168380056208 8 0.811023541668072 1.01806588866216
"129" 0.174029933887656 0.526952734503377 10 0.999974838215579 0.864682028784206
"130" -0.211957788651846 1.06474971259491 8 0.244140699796263 0.482170611300896
"131" 1.09060298287784 1.63165148833483 4 0.0469923212167237 0.518032702892517
"132" -0.0302381171271097 0.391688089496424 12 0.2047956324359 0.268178735393656
"133" -0.0908073102561027 0.178227644534025 9 0.33136989041334 0.300474574499934
"134" 0.457255506863712 0.416435834055075 7 0.443604220212233 0.432356560876968
"135" 0.392604411992421 0.63391019337169 13 0.157086428556523 0.287265018857673
"136" 1.75971038995352 0.508383819417384 11 0.917398230171733 0.784267832690961
"137" 1.2939956948279 0.636432855567424 7 0.992657853008549 0.896273221540005
"138" 0.982587621654954 1.18925423559013 9 0.393089720747983 0.625709904383801
"139" 0.262201452542942 0.550754532605543 13 0.933179674175312 0.835539515720181
"140" -0.634201635556077 0.833362006291941 6 0.134819726500221 0.349467494500054
"141" -1.08804618858342 0.868520187835962 10 0.993799048334674 0.958980489486243
"142" -0.933016121135821 0.943188802078175 5 0.00709394441071276 0.301901553965913
"143" -0.863145850210739 0.292998497817227 8 0.99377017300284 0.766459794037266
"144" 0.502382204108114 0.345779620064029 10 0.751001127450804 0.639916919201291
"145" -0.564795045485893 0.0992647733222566 15 0.570177118327566 0.445552841331053
"146" -0.176491499189636 0.402080493119108 12 0.0438233645074077 0.141782533207703
"147" 1.32140317688275 0.659697490774461 10 0.120360039661063 0.279365736415147
"148" 0.272568075512119 0.750823954677082 5 0.994988295683557 0.925748059139791
"149" 0.0110562160088231 0.28446785775485 11 0.911487196046355 0.709379157277117
"150" -0.780546273083158 1.02127031508371 7 0.651575161591778 0.764000318392934
"151" -0.701100582591231 0.477615687369485 4 0.138570609974917 0.234557157918952
"152" -0.759364866959847 0.0736839775596818 10 0.0133831765058954 0.0347712819362634
"153" -0.170259904288204 0.346655628361621 12 0.887199258812083 0.722402274506318
"154" -0.656285845780814 1.37013171690628 13 0.20342083441891 0.559613548079942
"155" 0.157544234171495 0.289647240851576 15 0.359986114818701 0.337255492877254
"156" 1.09341476021905 0.5921373991137 17 0.675796350536074 0.645615424451768
"157" 0.301042430907239 0.92516029195661 14 0.558161081118452 0.671574859533689
"158" -0.558489387860383 0.587457357549795 16 0.567342387533661 0.579120655854804
"159" -1.07537587616063 0.280007216664498 12 0.00361008353176322 0.0918623667767234
"160" 0.200787372369189 0.545310831836236 15 0.974343313604754 0.848117328296108
"161" 0.0840202845453169 0.146182775039254 13 0.0628070554550493 0.080639683416289
"162" -0.926398699532779 0.165630209696745 9 0.142148610631392 0.135922167582642
"163" 0.386700710718368 0.447795645502111 11 0.999895580758773 0.850218927552837
"164" 0.660417892603326 0.456771886042062 6 0.557842204492196 0.531848988222224
"165" -0.276088030591913 0.891086024100733 17 2.23751569522183e-05 0.256446478554336
"166" 0.312822141160533 0.0882237573103171 8 0.410358325372216 0.300538099597489
"167" -0.685749517865365 0.151965979168619 14 0.290657546030558 0.245634127516764
"168" 2.2682044574342 0.880427224883176 11 0.828887828641951 0.841374094876421
"169" -1.69216052474421 1.08886399296789 10 0.213292542512874 0.476849104069013
"170" 0.587837513953497 0.657233687975678 9 0.569472904607829 0.606707585718266
"171" 0.0664078579585463 0.282419392242906 7 0.188195178660391 0.201197912026021
"172" -1.40465612395268 0.360117786798081 6 0.987613195479874 0.814557472076895
"173" -0.342797535216825 0.326960739793822 10 0.62879923637395 0.542768541602956
"174" -0.713257018282565 0.282864744715064 5 0.791420304584869 0.638061242216402
"175" -0.496210573602415 0.916241681923499 11 0.0404402670388241 0.306236384355784
"176" -0.671621255624955 0.915018735156017 7 0.723517012028788 0.772402837191858
"177" -0.331549457714391 0.130389100970048 13 0.508527595594664 0.406125293656152
"178" 0.171276115209458 0.825033037061011 8 0.0321074480738685 0.277786851296235
